SNo,Project Name,Scheme Name,PI Details
248,Development of a partitioned fluid-structure interaction solver with  moving boundaries and turbulent flows,ABC Transformers Pvt. Ltd,Nipun Arora
249,Varchas'22 Winter,IIT Jodhpur,Parichay Patra
250,Genome-wide association study (GWAS) in Arabidopsis to identify the  genetic basis of drought stress memory in plants under conditions  mimicking the Thar desert environment,SERB-SRG,Ayan Sadhukhan
251,"Specification-guided Design of Intelligent, Secure and Dependable Hardware Architectures for Edge Computing Applications",SERB-SRG,Binod Kumar
252,Consultancy Service for Use Case Analysis of IIT Jodhpur ERP,Institute Online Executive Programme,Suman Kundu
253,"Impact analysis of Community Policing Program: Rajasthan Kabir Yatra's (RKY) Taana Baana""",NGO-Lokayan,Ankita Sharma
254,M.Tech Executive RMS Program AY 2022-23,Institute Online Executive Programme,Niladri Sekhar Tripathy
255,M.Tech Executive DCS Program AY 2022-23,Institute Online Executive Programme,Gaurav Bhatnagar
256,Computationally Lightweight Convolutional Neural Network for Generalizable Chest X-ray Diagnosis,SERB-SRG,Angshuman Paul
257,Investigation of weldability and hydrogen embrittlement phenomenon in high-strength bainitic steel,SERB-SRG,Sk. Md. Hasan
258,Post Graduation Diploma in Data Engineering & Cloud Computing,Institute Online Executive Programme,Gaurav Bhatnagar
259,Analogy Based Visual Relationship Interpretation from Cross-Task Videos and Standard Operating Procedures,Accenture,Anand Mishra
260,Computer Centre Development Fund,IIT Jodhpur,Head Computer Centre
261,"A High-Throughput Structure-Sensitive Designing of Electrocatalysts for Next-generation Alternative Fuel- ""Green Ammonia""-Synthesis""",SERB-SRG,Amitava Banerjee
262,Arsenic immobilization by in-situ synthesis of iron-based adsorbent under reducing environmentwithin porous media,DST-WTI,Trishikhi Raychoudhury
263,Numerical Analysis and Design to raise the Height of Existing Rawatsar Warehouses along with Technical Report,Rajasthan State Warehousing Corporation (RSWC),Amit Kumar Rathi
264,Theoretical investigations on the unimolecular decomposition of various oxygenated biofuels as potentially efficient source of alternative fuels,SERB-NPDF,NPDF Fellow-Saptarshi Sarkar Mentor- Manikandan Paranjothy
265,Design and Development of Electro-Mechanically Tunable Wide Band Gap Soft Phononic Structures using Topology Optimization,IIT Jodhpur,Atul Kumar Sharma
266,High Performance Algorithms and Applications for large Streaming Data,IIT Jodhpur,Dip Sankar Banerjee
267,Discontinuum numerical modelling of confined masonry structures under in-plane and out-of-plane loading scenarios,IIT Jodhpur,P. Ravi Prakash
268,Detecting Behavioral Health Disorders of Older Adults using Self- supervised Learning and Casual Reasoning,IDEAS-TIH ISI Kolkata,Suchetana Chakraborty
269,Prometeo IIT Jodhpur,IIT Jodhpur,Suman Kundu
270,Ashirwad Water Challenge,AIC NCORE Developmental Impact Foundation,Akanksha Choudhary
271,Process Development for the continuous production of anethole: Application of flow chemistry for cascading reactions,IIT Jodhpur,Sumit Kamal
272,"Desertification mapping over Indian mainland under the changing climate,High-resolution climate-chemistry modelling over the Indo-Gangetic Plain (IGP) and Western India, Risk of Hydroclimatic extremes on major dams in India",IIT Jodhpur,"Mayank Suman, Amit Sharma, Saran Aadhar"
273,Non local variational problems with Dirichlet-Neumann mixed boundary conditions,SERB-SRG,Tuhina Mukherjee
274,Large-scale Multi-label Learning with Limited Compute Resources,SERB-CRG,Yashashwi Verma
275,Indian Conference on Med Tech Innovation 2023 (ICMI 2023),Joint program in Medical Technology,Sushmita Jha
276,Photoinduced Aryl Transfer Strategies involving Hypervalent Iodine(III) Reagents: Towards Cascade Annulations and Late-Stage Functionalizations,SERB-CRG,Sandip Murarka
277,Investigating Analogy between Polynomial Chaos and Orthogonal Experiments for Uncertainty Quantification,SERB- MATRICS,Jai Naryan Tripathi
278,"Award of ""IGSTC-CONNECT Plus Travel Grant""",Indo-German Science & Technology Centre (IGSTC),Shree Prakash Tiwari
279,CSIR Foreign Travel Grant for Hemant Kumar,CSIR,Phd Student-Hemant Kumar Mantor-Dr. Abdul Gafoor Shaik
280,Applications to Computational Chemistry in the realms of Quantum Computation,SERB-CRG,Atul Kumar
281,Crafting Potential Broad Spectrum Antimicrobial Leads from Pyrophosphate Moiety of Lipid-II Precursor of Bacterial Cell Wall Peptidoglycan,SERB-CRG,Jayita Sarkar
282,AI-driven Robot-assisted Cardiac Ultrasound System to Acquire Clinically Useful Standard Echocardiographic Views,SERB-CRG,Deepak Mishra
283,Silicon Phthalocyanine Based Low Power Memristive Device for Neuromorphic Application,SERB-SIRE,Satyajit Sahu
284,Institute Development Fund from Executive Education Programmes,IIT Jodhpur,Director
285,Structure-based functional elucidation of ligand protein interactions important for disease pathogenesis and rational drug discovery,ICMR-JRF,Phd Student-Midhuna K Mentor-Samanwita Pal
286,Towards development of ultrasensitive strain measurement system using laminated nanocomposites (TESSLA),IGSTC,Shrutidhara Sarma
287,Renormalization of Multimodal maps  with low smoothness,SERB-MATRICS,V.V.M.S.  Chandramouli
288,Low Profile Compact Antenna System for Millimeterwave Communication and Sensing Application,SERB-CRG,Soumava Mukherjee
289,Multifunctional Flexible Devices for Eco-Sustainable E-Textile Applications,SERB-CRG,Shree Prakash Tiwari
290,ConSenseHAR: Decentralized collaborative context sensing towards pervasive Human Activity Recognition,SERB-CRG,Suchetana Chakraborty
291,IGNUS,IIT Jodhpur,Samanwita Pal
292,IITJ-JJM Capacity Building,"Registration fee, sponsorship, Sample testing fee",Vikky Anand
293,Revenue Account-Office of Executive Education,IIT JODHPUR,Faculty in Charge Executive Education
294,FMFP2023 Conference and Workshop,IIT Jodhpur,Hardik Kothadia
295,Smart Radio Environments: Implementation and deployment for targeted use-cases,IIITB COMET,Soumava Mukherjee
296,Computations in wreath Products of groups,SERB-MATRICS,Dilpreet Kaur
297,M.Tech Executive AR/VR Programme AY 2022-23,Institute Online Executive Programme,Amit Bhardwaj
298,Theoretical and Computational Study of Phase Separation in Binary Mixtures in the presence of Surface Fields,SERB-CRG,Prabhat Kumar Jaiswal
299,Development of Autonomous Wireless Charging Infrastructure to Extend the Flight Range of Unmanned Ariel Vehicle (UAV),IIT Jodhpur,Kunwar Aditya
300,Understanding Size Focusing: A Methodology for Synthesizing monodisperse Metal Nanoparticles,IIT Jodhpur,Nirmalya Bachhar
301,Studying the nexus of poverty and health expenditure using Machine Learning,IIT Jodhpur,Dweepobotee Brahma
302,"Novel 2-D nanostructures involving borophene and clay, their organic:inorganic hybrids, and heterostructures for optoelectronics,magneto-optics photo/electrocatalysis, and water  purification",IIT Jodhpur-UB,"Amitava Banerjee Pranay Ranjan, Devendra Singh Negi"
303,Multi-omic profiling of native and migrant populations for elucidating molecular response s to exposomes in the Thar Ecoregion,IIT Jodhpur,Mitali Mukerji
304,Development of AI-Enabled High Power Converters for Reliable Grid Integration and Vehicle Technologies,IIT Jodhpur,Nishant Kumar
305,Global Descent Methods for Nonlinear Multi-objective Optimization Problems,DST-Inspire (Phd Student),Phd Student-Bikram Adhikary Mentor -Md Abu Talhamainuddin Ansary
306,Science Technology and Innovation Hub in IIT Jodhpur,DST,Anand K. Plapally
307,Unraveling the role of NLRP1 in glioblastoma pathophysiology,DST-Inspire (Phd Student),Phd Student-  Shalini Chhipa Mentor- Sushmita Jha
308,Hybrid organic-inorganic membranes with tunable pore sizes and physio-chemical properties for energy-efficient separation technologies,DST-Inspire Faculty,Kirti Sankhala
309,Design Development of Nanostructured Cathode material for high energy density Sodium-ion Batteries and Phase Change Material for efficient Thermal Energy Storage,DST-Inspire (Phd Student),Phd Student-Bharti Rani Mentor -Ambesh Dixit
310,Density Function of Some Invariants in prime characterstic and Hilbert Kunz Density Function for Schubert Varieties,DST-Inspire Faculty Outside,Mandira Mondal
311,Harnessing Radiative Excitons in 2D-TMD’s for Ultracompact Nanolaser and On-chip Photonic devices,SERB-CRG,B. M. Krishna Mariserla
312,"Exploring an Ingenious Hybrid Additive-Subtractive Manufacturing Route for Producing Biomedical Implants by combining Laser Directed Energy Deposition, Laser Polishing and Magnetorheological Finishing Techniques",DST-Inspire Faculty,Gourhari Ghosh
313,Spectral Method for Integral Equation,DST-Inspire (Phd Student),Phd Student-Saloni Gupta Mentor-Moumita Mandal
314,1st Online Management Doctoral Colloquium,Registration fee,Devi Prasad Dash
315,Experimental realization of Quantum Key Distribution using Entangled Photons and Single Photons,DST-Inspire (Phd Student),Phd Student-Ravikant Mentor- V Narayanan
316,Development of functional materials  for energy storage applications,DST-Inspire (Phd Student),Phd Student-Neha Patel Mentor-Rakesh Sharma
317,Studies of Dielectric Barrier Discharge based Plasma Activated Water with special emphasis on Biochemical properties of plasma-treated liquids,DST-Inspire (Phd Student),Phd Student-Shikha Pandey Mentor-Ram Prakash
318,Unwrapping Structure and Functioning of Labour Addas,Mercatus Center-Emergent Ventures Grant,G Venkat Ram Reddy
319,Concept to realization: Combined thermal wave heat and mass recovery cycle based compact and efficient solar adsorption cooling/heating system,SERB-CRG,Prodyut Ranjan Chakraborty
320,Swiggy Face Recognition,BUNDL TECHNOLOGIES PRIVATE LIMITED,Mayank Vatsa
321,Electronic nose system based Asthma detection through exhaled breath,SERB-CRG,Saakshi Dhanekar
322,IEEE Delhi Section Sensors Council Chapter - Rajasthan,IEEE,Saakshi Dhanekar
323,"Unrestricted Academic Grant from Meta Platforms Technologies, LLC","Meta Platforms Technologies, LLC",Mayank Vatsa & Richa Singh
324,"High Throughput, Robust Processing in Memory (PiM) Heterogeneous Architectures for Neuromorphic Computing (Neural Networks Engines)""",SERB-SIRE,Bhupendra Singh Reniwal
325,Heat resistant weld joints of Inconel 617 superalloy and austenitic grade SS304H steel for Indian Advanced Ultra-Supercritical (AUSC) boiler program,SERB-CRG,Chandan Pandey
326,Design and Fabrication of Energy Efficient In-Memory Computing Design Framework for Analog Neural Processor with Improved Linearity for Neuromorphic Computing Applications,SERB-CRG,Bhupendra Singh Reniwal
327,Deep Learning based Structural Condition Assessment and Health Monitoring,IIT Jodhpur,Amit Kumar Rathi
328,"Non–Destructive Evaluation of RCC Box Culvert Bridge No. 73 and 76, between Banar and Jodhpur Cantt Railway Line",KK SORATHIA MMC PROJECTS JV,Amit Kumar Rathi
329,Automating the delivery of therapy through robot,Johari Digital Healthcare Pvt.Ltd.,Suril V. Shah
330,Developing Endoscope socket to provide uninterpreted endoscopic visual field to ENT doctor for diagnosing patients with minimal discomfort,MSME,Ravi K R
331,XR for education and technology,"TIH iHub Drishti, IIT Jodhpur",Amit Bhardwaj
332,Data Annotation and Marketplace,"TIH iHub Drishti, IIT Jodhpur",Suman Kundu
333,Realtime Computer Vision and Sensing,"TIH iHub Drishti, IIT Jodhpur",Deepak Mishra
334,Experimental study of flow mixing in RPV Plena,Ministry of Defence,Hardik Kothadia
335,Development of multi-ink spatial manipulator mounted on a moving body for underwater exploration,IIT Guwahati Technology Innovation and Development Foundation,Barun Pratiher
336,DEVELOPMENT OF LOW-COST HYBRID NANOPARTICLES BASED PHASE CHANGE MATERIALS FOR EFFICIENT THERMAL ENERGY STORAGE,SERB-EEQ,Gangawane Krunal Madhukar
337,Table detection and Layout Analysis on Clinical Documents,HealthCareNLP Softtech LLP,Anand Mishra
338,Development of High Capacity Advanced Borophene Oxide based Supercapacitor,Tata Steel limited,"Pranay Ranjan, Devendra Singh Negi, Amitava Banerjee"
339,Borophene - A Promising Anode Material and Redox-active Molecular complexes as Cathode for Sodium-ion Batteries,Tata Steel limited,Srijan Sengupta
340,Conference,Conference,
341,,"TIH iHub Drishti, IIT Jodhpur",
342,Fellowship to MDes XR Design Students,"TIH iHub Drishti, IIT Jodhpur",Nimish Vohra
343,Institute ERP implementation and re- engineering,R&D Corpus,Somitra Kumar Sanadhya
344,Study of Quantum Attacks on Block Ciphers and Its Counter-Measures,DRDO-CAIR,Bimal Mandal
345,Analysis of soil samples of Jawai Dam for submergence concern,"Office of Executive Engineer, Jawai Canal Division",Pradeep Kumar Dammala
346,Eco-Friendly Wearable Device for Real Time Health Monitoring,TIH-IIT Bombay,Shree Prakash Tiwari
347,A novel hybrid solar thermal power and desalination plant for remote areas,DST-TMD,Hardik Kothadia
348,Engaging Youth to Fight Against Antimicrobial Resistance (AMR),National Centre for Biological Sciences,Neha Jain
349,Mapping Heritage Language Structure Through Sociolinguistic Cues: A Case Study of Swiss Tamil,Indian Council of Social Science Research (ICSSR),Gurujegan M
350,7th IEEE Electron Devices Technology & Manufacturing Conference (EDTM),SERB-ITS,Student- Ms. Shalu Saini Mentor Dr. Shree Prakash Tiwari
351,Development of Bias Mitigation Approaches for Fair Deep Learning,DST-Inspire Faculty,Pratik Mazumder
352,"Structural Audit of Bldg No P-157 (A Mess), P-162 (Adm Block), P-125 (OR line), P-766 (Adm Block), P-56 (Officer Mess), P-920 (OR line) and APS",Commander Works Engineer (Army) Jodhpur,Amit Kumar Rathi
353,Proof-checking of Single Storey RCC Room Design,JEET RDS JV,Amit Kumar Rathi
354,Development and Maintenance of Project Management Information System,Central Wool Development Board,Sumit Kalra
355,Behaviour and design of circular steel hollow sections having perforations – An experimental and numerical investigation,IIT Jodhpur,Tekcham Gishan Singh
356,Use of Nanomaterials to improve the performance of Cold Bituminous Emulsion Mix,IIT Jodhpur,Bhupendra Singh
357,Development of High Performance Photo-Rechargeable Batteries,IIT Jodhpur,Shahab Ahmad
358,Dense matter inside the astrophysical compact objects consistent with gravitational-wave observations,SERB- CRG,Monika Sinha
359,Third order nonlinear optical studies on 2D based materials for optical switches and limiters,IIT Jodhpur,B. M. Krishna Mariserla
360,Solid Catalyst for Biomass conversion,DST( Indo Slovenia),Rakesh Sharma
361,Dynamics of Non-Autonomous Schmidt Games,"NBHM, DAE",Puneet Sharma
362,The 11th International Conference on Multiphase Flow,SERB-ITS,Student- Mr. Bikash Pattanayak Mentor- Dr.Hardik Kothadia
363,Fully Verifiable Hardware Architecture Design and Development for Efficient and Reconfigurable Edge AI,IIT Jodhpur,Binod Kumar
364,CSIR Foreign Travel Grant for Gargi Konwar,CSIR,Student- Ms. Gargi Konwar Mentor Dr. Shree Prakash Tiwari
365,Genome wide transcriptome profiling to study the impact of breathe and meditation based Sudarshan Kriya Yoga,Ved Vignan Maha Vidya Peeth,Pankaj Yadav &  Mitali Mukerji
366,Design and processing of non-corrosive and cost-effective complex concentrated alloys (CCAs) for biomedical applications,DST,Debasmita Pani
367,NCVPRIPG’23 Conference,Google India Pvt Ltd,Anand Mishra
368,Mulli-Sensory Experience and Consumption,IIT Jodhpur,Anuj Pal Kapoor
369,Development of an in-house experimental and computational facility to understand blood crack dynamics for disease diagnosis,IIT Jodhpur,Hirshikesh
370,IoT and Applications Workshop,IIT Jodhpur,Aashish Mathur
371,Department Development fund-Inter-disciplinary Research Platform,IIT Jodhpur,Head -IDRP
372,Centre Development fund- Centre for Emerging Technologies for Sustainable Development,IIT Jodhpur,Head -CETSD
373,Response of high-rise building structures under fire: Advanced simulations and design strategies,SERB-SIRE,P. Ravi Prakash
374,Modulation of the speed of Intrinsic Alpha Frequency (IAF) with tACS modulates variability of illusory speech perception,SERB-CRG,Dipanjan Roy
375,MESHLESS LOCAL PETROV-GALERKIN (MLPG) FORMULATION BASED LATTICE BOLTZMANN METHOD MAGNETOHYDRODYNAMICS BASED SOLUTAL CONVECTION PROBLEMS,SERB-CRG,Gangawane Krunal Madhukar
376,"Oxidation, CHF and quenching studies of Zr-4 clad material with and without coating",BRNS,Ravi K R
377,Development of Ultra-precision Finishing Process for Nanofinishing of Complex Shaped Surfaces,IIT Jodhpur,Gourhari Ghosh
378,Sewage Water Management at Jodhpur Military Station,Commander Works Engineer Jodhpur,Vikky Anand
379,Active noise control for a noise generating equipment in a compartment,DRDO-NRB,Amrita Puri
380,Non-invasive brain stimulation methods to improve Sleep and Cognition,IIT Jodhpur,Suman Dhaka
381,Influence of waste fillers on moisture susceptibility of asphalt mixtures,SERB-SIRE,Bhupendra Singh
382,Role of Ayushman Bharat in progress towards universal health coverage in India.,IIT Jodhpur,Alok Ranjan
383,Single Image Super-resolution of X-ray and  CT Images for Improved Radiology Diagnosis,IIT Jodhpur,Angshuman paul
384,"DRDO Industry Academia-Center of Excellence (DIA-CoE), IITJ",DRDO,Director DIA -CoE ( Ravindra Kumar)
385,Modeling progressive silicosis with induced pluripotent stem cells-derived lung organoids,IIT Jodhpur,Dinesh K Ahirwar
386,Advanced Robotic Manipulation of Deformable Objects,IIT Jodhpur,Jayant Kumar Mohanta
387,Self-supervised learning of dynamic clothed avatars,Google Asia Pacific Pte. Ltd,Avinash Sharma
388,Automated Counting of Pipes from Camera Images,Alluvium,Angshuman paul
389,Driving behaviour and traffic flow modelling framework under connected and autonomous traffic environment in India,IIT Jodhpur-IRMG,Ranju Mohan
390,Nano Sensing for Healthcare,Tata Consultancy Services Limited,Ajay Agarwal
391,Multi-Model Exploration of Neuroplastic and Oscillatory alteration related to Emotion Regulation,IIT Jodhpur-IRMG,Suman Dhaka
392,Digital Twins: negotiating identity and translocated heritage in the global age,Indian Council of Social Science Research (ICSSR),Ankita Sharma
393,Writing Religious Practices and Drawing Comics Culture,IIT Jodhpur,Natasa Thoudam
394,Applications of Lie group analysis and topological methods to solve complex flow problems,IIT Jodhpur-IRMG,Sukhendu Ghosh
395,"Government Intervention to Build Electric Vehicle Charging Infrastructure or Expand Adoption of Electric Vehicle: Strategic decision, Competition, Product proliferation under stochastic usage rate environment.",IIT Jodhpur-IRMG,Mithu Rani Kuiti
396,Context mining at the edge for multimodal sensor driven ubiquitous human sensing applications,IIT Jodhpur-IRMG,Suchetana Chakraborty
397,Coordinated Cyber-attacks on Critical Power  System Applications: Scenario-Driven-  Solutions,IIT Jodhpur,Ravi Yadav
398,Determination of physical and chemical parameters of cement concrete aggregates - NMC,Unique Infra Engg. India Pvt. Ltd.,Amit Kumar Rathi
399,Evaluation of Physical Properties of Fast Setting Repair Concrete,Natural Cemeco Private Limited,Amit Kumar Rathi
400,Microsoft Travel Grant for(Rishab Ranjan (MP19AI004),Microsoft Research Travel Grant,Student- Rishab Ranjan Mentor- Prof. Mayank Vatsa
401,Microsoft IJCAI Grant (Yasmeena Akhter),Microsoft Research Travel Grant,Student-Yasmeena Akhter Mentor- Prof. Richa SIngh
402,Online course delivery - loT and its Applications using Raspberry Pi,TATA CONSULTANCY SERVICES LIMITED,Sumit Kalra
403,GWAS for genetic identification of fluoride toxicity in Arabidopsis thaliana,DBT (JRF Fellowship),Student-Devanshu Verma Mentor- Dr. Ayan Sadhukhan
404,Noble Metal free High entropy alloy (HEA) as bifunctional electrocatalysts for overall electrochemical water splitting,SERB OVDF,Student-Chandra Prakash Mentor- Dr. Ambesh Dixit
405,Exploring ‘Smart’ Pedagogy through the End to End Development of a Technology-Enhanced Learning (TEL) system,ICSSR,Rachel Philip
406,"Mix Design of M25, M30 and M35 Grade Concrete at BHKT Station",Hyt Engineering Company Pvt. Ltd.,Amit Kumar Rathi
407,Executive Programs in AI Programs of 2022 batch,Institute Online Executive Programme,Pallavi Jain
408,Development of a coupled damage-plasticity discrete element framework for unreinforced masonry subjected to monotonic and cyclic loading,SERB-SRG,P. Ravi Prakash
409,Executive M.Tech in Intelligent VLSI Systems (IVS) 2022-2023,Institute Online Executive Programme,Binod Kumar
410,Proof-checking of Structural Design of Bridge No. 22 and 30 in Phulera – Nawa City Section in Connection with Phulera – Degana Doubling Project,North Western Railway,Amit Kumar Rathi
411,Conversion of Twin Span Sheds into Single Ridge Godowns at FSD BGKT Jodhpur,Food Corporation of India,Amit Kumar Rathi
412,Microsoft Travel Grant - Kshitij,Microsoft Research Travel Grant,Student-Kshitij Mentor- Richa SIngh
413,Self-Supervised Learning for Open-set Very-Large-Scale Video Retrieval,Microsoft India R&D Pvt Ltd,Anand Mishra
414,Developing a Framework for Smart and Sustainable Agriculture for Arid-Zone Crops of India,SERB-SIRE,Jai Naryan Tripathi
415,Chem-E-Sorption 2024,IIT Jodhpur,Pradip Kumar Tewari
416,MSR Travel Grant (Abhirama-IJCAI2023),Microsoft Research Travel Grant,Student- Abhirama Mentor-Anand Mishra
417,Project Umang,JSW Cement Ltd.,Rachel Philip
418,Investigation of film rupture and dewetting dynamics during surfactant-driven spreading on thin films,IIT Jodhpur,Vignesh T.G
419,"Understanding Millet Crop Patterns, Productivity, Consumption, and Farmers' Income in Jodhpur and Jhunjhunu Districts of Rajasthan: A Study on the Year of Millets 2023 Scheme",ICSSR,Venkatesha Murthy R
420,Accurate Monitoring of Harmonics/Interharmonics in Modern  Power System with Low Cost Hardware,SERB-NPDF,NPDF- Ankit Kumar Srivastava Mentor- Bharat Singh Rajpurohit
421,10th International Conference on Heat Transfer and Fluid Flow (HTFF-23),SERB-ITS,Student- Arvind Kumar Mentor- Hardik Kothadia
422,M.Tech Online AR/VR A.Y. 2023-24,Institute Online Executive Programme,Rajendra Nagar
423,School Development fund-AIDE,IIT Jodhpur,Head-AIDE
424,Centre Development fund- Centre for Research & Development of Scientific Instruments,IIT Jodhpur,Head-CRDSI
425,Understanding the impacts of Pre-Monsoon heat stress on Indian Summer Monsoon Precipitation in Arid regions of India under changing and anthropogenic climate,MOE-STARS,Saran Aadhar
426,Development of Integrated Photonic Devices incorporating Silicon plus Photonics for Next Generation Optical Communication,DST-Inspire Faculty Outside,Swati Rajput
427,Development of near-infrared light absorbing metal-semiconductor heterostructure for efficient water oxidation and carbon dioxide reduction; An effort to fulfil the rising demand of renewable energy,IIT Jodhpur,Suresh Sarkar
428,Flood Mechanisms in Arid and Semi-Arid Regions amidst Shifting Climate Patterns and Human Influence,SERB-SRG,Saran Aadhar
429,Technical Hindi Seminar 2023,IIT Jodhpur,Somitra Kumar Sanadhya
430,Are we ready for the adverse effects of climate migration? A study on climate change-induced internal migration in India for 2040,"JP Narayan National Centre of Excellence in the Humanities, IIT Indore",Anugya Shukla
431,Development Of Constitutive Model For Partially Liquefied Soils And Implications On Dynamic Ssi Of Pile Foundations,SERB OVDF,Student- Satish Kumar Adari Mentor-Pradeep Kumar Dammala
432,"76th Annual Meeting of the APS Division of Fluid Dynamics, USA",SERB-ITS,Vikky Anand
433,"International Conference on Phenomena in Ionized Gases (ICPIG) XXXV, Netherlands",SERB-ITS,Student- Kiran Mentor- Ram Prakash
434,Microsoft Travel Award to Misaal Khan,Microsoft Research Travel Grant,Student-Misaal Khan  Mentor-Mayank Vatsa
435,Assessing the impact of marble slurry landfill site on regional groundwater quality and selection of a suitable landfill liner material,SERB-Power,Trishikhi Raychoudhury
436,M.Tech Online (Data and Computational Science) A.Y. 2023-24,Institute Online Executive Programme,Gaurav Bhatnagar
437,Varchas 2023,Registration Fees & Sponsorship,Nipal Deka
438,M.Tech Online RMS Program AY 2023-2024,Institute Online Executive Programme,Suril V. Shah
439,Ayurveda For One Health,Dolcas Botanosys Private Limited,Mitali Mukerji
440,On-chip intelligence in CMOS image sensors with power efficient readout,SERB,Amandeep Kaur
441,Nano Sensing for Healthcare,Tata Consultancy Services Limited,Ajay Agarwal
442,Single-molecule FRET Imaging for Real-time DNA Fingerprinting Analysis,MOE-STARS,Dibyendu Kumar Sasmal
443,Quantum Broadcast Encryption with Classical  Communication Channel,DST-Inspire (Phd Student),Student-Nikita Srivastava  Mentor-Mriganka Mandal
444,Ion transport dynamics in nanostructured cathode materials for Lithium and Sodium battery materials: Application of solid state MAS NMR and electrochemical methods,MOE-STARS,Samanwita Pal
445,Workshop on Technology Needs Assessment for Green Hydrogen and CCUS,"Technology Information, Forecasting and Assessment Council (TIFAC)",Krishna Kumar Balaraman
446,Study of Generalized Differential and Boomerang Distinguishers of Block Ciphers,DST-Inspire (Phd Student),Student-Ranit Dutta Mentor-Bimal Mandal
447,Distributed Computing for Swarm Robotics,DST-Inspire (Phd Student),Student-Animesh Maiti Mentor-Subhash Bhagat
448,Centre Development Fund-Center for Education and Technology for Education,IIT Jodhpur,HOD CETE
449,Online Post Graduate Diploma in Data Engineering and Post Graduate Certificate in Data Analytics,Institute Online Executive Programme,Dip Sankar Banerjee
450,TIME 2023,NBHM,Vivek Vijay
451,Twentieth Annual IFIP WG 11.9 International Conference on Digital Forensics,Registration Fees & Sponsorship,Somitra Kumar Sanadhya
452,"Structural proof checking, supervision consultancy and regular inspections of warehouse construction at Kishangarh",Rajasthan State Warehousing Corporation,Amit Kumar Rathi
453,"Structural proof checking, supervision consultancy and regular inspections of warehouse construction at Sonwa",Rajasthan State Warehousing Corporation,Amit Kumar Rathi
454,Development of THz Detectors based on 2D Materials Devices,DST-TDP,Mahesh Kumar
455,"Design & Development of SynRM Drive of 3.7, kW, 5.5 kW & 7.5",Bharat Bijalee Ltd. Mumbai,Deepak Fulwani
456,GIAN Course on Data Mining for Business Processes,MHRD,Sumit Kalra
457,Characterization of molecular markers NLRP6 & NLRP12 in Breast Cancer biology for Indian population,DST,Preeti Mutreja
458,Design Evaluation of GRP Platforms,Rail Vikas Nigam Limited,Amit Kumar Rathi
459,Casein Kinase-1 Epsilon as a Novel Therapeutic Target Against Small Cell Lung Cancer,United States Army Medical Research Acquisition Activity,Dinesh K Ahirwar
460,Evaluation of Physical Properties of Navocem Cement,Natural Cemeco Private Limited,Amit Kumar Rathi
461,DST INSPIRE Fellowship SEC meeting for Level-2 Evaluation at IIT Jodhpur,DST Inspire Meeting,Mitali Mukerji
462,"PQC, DLC, GSB and WMM mix design for Military Engineer Services, Utarlai, Barmer, Rajasthan",Jeet Construction,Bhupendra Singh
463,Process Design Engineering of Effluent Treatment-cum-sewage Treatment Plant,S R Paryavaran Engineers Private Limited,Vikky Anand
464,Design and development of 4 MHz RF  source,Johari Digital Healthcare Pvt.Ltd.,Arani Ali Khan
465,Online M. Tech. in Data Engineering,Institute Online Executive Programme,Dip Sankar Banerjee
466,"ChAracterizing, RevIving, Supporting, Monitoring and MAnaging Sustainable Food Systems to address malnutrition in indigenous tribal communities of India. CARISMMA sustainable food system study",DBT/Wellcome Trust India Alliance,Shankar Manoharan
467,"Conversion of Twin Span Sheds into Single Ridge Godowns at Gandhinagar, Ajmer and Lalgarh",Food Corporation of India,Amit Kumar Rathi
468,PUF-Crypt: Fortifying Internet of Things (IoT) with Unclonable Security using Physical Unclonable Functions (PUFs),TIH-IoT Technology Development Program,Debasis Das
469,Design and development of few-shot multi-class recognition model over data suffering from label corruption in a semi-supervised setting,SERB-SRG,Pratik Mazumder
470,Nanofiltration membranes for energy-efficient water treatment,IIT Jodhpur,Kirti Sankhala
471,Flexible sensoR Array for health Monitoring of Morphing structurEs (FRAMME),SERB-Power,Shrutidhara Sarma
472,"Thin film flowing down high curvature surfaces: Modeling, Simulations, and Experiments",IIT Jodhpur,Tarachand Kumawat
473,Assessment of Water Supply Schemes in Haryana and Technical Support for Canal-Based Water Works,PHED Haryana,Vikky Anand
474,Development of heavy metal free near-infrared (NIR) light absorbing shape-controlled metal semiconductor heterostructure: A case study on synergistic effect of metal and NIR-semiconductor nanocrystals with long-range atomic periodicity in photocatalysis and photovoltaics.,SERB-SRG,Suresh Sarkar
475,Intelligent Directional Channel Access Techniques for  Millimeter-wave Communications,IIT Jodhpur,M. P. R. Sai Kiran
476,Pradhan Mantri Kaushal Vikas Yojna (PMKVY) 4.0,Ministry of Skill Development &  Entrepreneurship (MSDE) implemented by National Skill  Development Corporation,Debanjan Guha Roy
477,Self-Healing Bacterial Concrete for Resilient Wastewater Infrastructure,IIT Jodhpur,Chandana N
478,Performance evaluation of selected geotextile-based liner material against seepage loss in water conservation system under a wide range of temperature,NTTM,Trishikhi Raychoudhury
479,Laser welding of vanadium-based metal membranes with steel feed tubes for the hydrogen harnessing application,IIT Jodhpur,Lalit
480,Hybrid Methods for Multi-objective Optimization Problems Combining Genetic Algorithms with Gradient based Techniques,IIT Jodhpur,Md Abu Talhamainuddin Ansary
481,HampiRun: A Metaverse Based Immersive 3D Game,SERB-INAE,Manish Narwaria
